% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=42, Thu Jan 23 15:50:47 2025
1 8 0.8650428305827831 1.0000375007031337 1.0 1.0 1.0000125000781253 1.0000250003125026 1.0000375007031337
2 16 0.7606096851669011 1.047637452241922 0.7984080453829157 0.7984080453829157 0.9797695783740046 1.022664236279545 1.047637452241922
3 24 0.8782556961643047 1.0854293605710028 0.7118403901074671 0.7118403901074671 0.8953558363213007 1.024646071640604 1.0854293605710028
4 32 0.9077697268085031 1.293753065531773 0.6913227485939145 0.6913227485939145 0.8969785480701022 0.9669265386725467 1.293753065531773
5 40 0.9602076592751642 1.3614505082224615 0.6889933270124318 0.6889933270124318 0.7349505446931885 0.9834117811038818 1.3614505082224615
6 48 0.9485346409176783 1.4155273010595142 0.6187569986473841 0.6187569986473841 0.7493578295215856 0.9569403560862021 1.4155273010595142
7 56 0.9798008679272873 1.2860859308845267 0.5865314298714233 0.5865314298714233 0.8007052260235485 0.9339775879599986 1.2860859308845267
8 64 0.9523451844816062 1.376222713636551 0.5019074967042404 0.5019074967042404 0.8208959728713767 0.9218426858379368 1.376222713636551
9 72 0.9913469514844672 1.3938312236261463 0.5035804067509682 0.5035804067509682 0.7528745718730522 0.854676002408916 1.3938312236261463
10 80 1.0565463160888278 1.395321762603361 0.4895614890795215 0.4895614890795215 0.7045381734512979 1.013668782775995 1.395321762603361
11 88 1.0677380303137511 1.3234856919060038 0.4747525029848728 0.4747525029848728 0.7128508845968908 1.002469493801794 1.3234856919060038
12 96 0.9193284579379981 1.315008142696964 0.4164504956121483 0.4164504956121483 0.7073784711903088 1.0268365844851859 1.315008142696964
13 104 0.9267389234647979 1.281414395079084 0.3975686784631904 0.3975686784631904 0.6777330462349445 0.9083979463236983 1.281414395079084
14 112 0.9101832305140525 1.2388096745761914 0.38446897818828135 0.38446897818828135 0.6320441729551263 0.9154794886511166 1.2388096745761914
15 120 0.9344529738538602 1.3780799548732323 0.40080488726169256 0.40080488726169256 0.6428700134413504 0.8006428900520183 1.3780799548732323
16 128 0.9018758122007312 1.4381397921540207 0.3514568418250274 0.3514568418250274 0.6913096461827012 0.7489512777177569 1.4381397921540207
16 128 0.9018758122007312 1.4381397921540207 0.3514568418250274 0.3514568418250274 0.6913096461827012 0.7489512777177569 1.4381397921540207
