% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=42, Thu Jan 23 15:50:47 2025
1 8 -0.07730564554138059 -0.05058799909759207 0.15905228951907657 0.20373960970143426 0.8771141174738026 0.9596425038435389 0.9963414863893596 1.1476326643331907
2 16 -0.07730564554138059 -0.05058799909759207 0.15905228951907657 0.20373960970143426 0.8771141174738026 0.9596425038435389 0.9963414863893596 1.1476326643331907
3 24 -0.07730564554138059 -0.05058799909759207 0.15905228951907657 0.20373960970143426 0.8771141174738026 0.9596425038435389 0.9963414863893596 1.1476326643331907
4 32 -0.07730564554138059 -0.05058799909759207 0.15905228951907657 0.20373960970143426 0.8771141174738026 0.9596425038435389 0.9963414863893596 1.1476326643331907
5 40 -0.4623106083765031 -0.03998316667061644 0.3205964577986236 0.32848905942842055 0.6569333058647775 0.8296278743350901 1.129122746500509 1.2669798913585655
6 48 -0.4623106083765031 -0.03998316667061644 0.3205964577986236 0.32848905942842055 0.6569333058647775 0.8296278743350901 1.129122746500509 1.2669798913585655
7 56 -0.4623106083765031 -0.03998316667061644 0.3205964577986236 0.32848905942842055 0.6569333058647775 0.8296278743350901 1.129122746500509 1.2669798913585655
8 64 -0.4623106083765031 -0.03998316667061644 0.3205964577986236 0.32848905942842055 0.6569333058647775 0.8296278743350901 1.129122746500509 1.2669798913585655
9 72 -0.34335269639161325 0.11186852356670322 0.3209848747436647 0.6782988510179544 0.5211774657190746 0.7425025859383302 1.1525608611629985 1.3596570966301542
10 80 -0.34335269639161325 0.11186852356670322 0.3209848747436647 0.6782988510179544 0.5211774657190746 0.7425025859383302 1.1525608611629985 1.3596570966301542
11 88 -0.34335269639161325 0.11186852356670322 0.3209848747436647 0.6782988510179544 0.5211774657190746 0.7425025859383302 1.1525608611629985 1.3596570966301542
12 96 -0.34335269639161325 0.11186852356670322 0.3209848747436647 0.6782988510179544 0.5211774657190746 0.7425025859383302 1.1525608611629985 1.3596570966301542
13 104 -0.23443720016226147 0.29654536457895986 0.5143653677584279 0.6610192254339331 0.4999853266089568 0.6714836016967503 1.1117439352753768 1.436366898882912
14 112 -0.23443720016226147 0.29654536457895986 0.5143653677584279 0.6610192254339331 0.4999853266089568 0.6714836016967503 1.1117439352753768 1.436366898882912
15 120 -0.23443720016226147 0.29654536457895986 0.5143653677584279 0.6610192254339331 0.4999853266089568 0.6714836016967503 1.1117439352753768 1.436366898882912
16 128 -0.23443720016226147 0.29654536457895986 0.5143653677584279 0.6610192254339331 0.4999853266089568 0.6714836016967503 1.1117439352753768 1.436366898882912
16 128 -0.23443720016226147 0.29654536457895986 0.5143653677584279 0.6610192254339331 0.4999853266089568 0.6714836016967503 1.1117439352753768 1.436366898882912
