% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=42, Thu Jan 23 15:50:47 2025, <python>{}</python>
1 8 0.8650428305827831 0 0 0.008464009197825457 0.00881135569960356 0.008292264563319903 0.00786650502800354
2 16 0.7606096851669011 0 0 0.007453981031003708 0.007797630993128643 0.006370706350829662 0.006902288080985174
3 24 0.8782556961643047 0 0 0.009605579003476793 0.009920253823139906 0.007000638535723053 0.007775397550610733
4 32 0.9077697268085031 0 0 0.009666239530024085 0.010256968590332158 0.007016083372973744 0.0082581250738251
5 40 0.9602076592751642 0 0 0.011368313852886988 0.010244277075495273 0.00685700415491295 0.008662804760499309
6 48 0.9485346409176783 0 0 0.01001700392724197 0.010033478977523365 0.006558562869004675 0.008479874471689975
7 56 0.9798008679272873 0 0 0.010311550902067854 0.010864482888820822 0.006418899141733005 0.00931205690174751
8 64 0.9523451844816062 0 0 0.009056142860221997 0.010594016143776513 0.00613783852909192 0.009216321358933795
9 72 0.9913469514844672 0 0 0.008795807038177703 0.010206765300466047 0.008060800015153009 0.010868981754706292
10 80 1.0565463160888278 0 0 0.009391388553931351 0.010159086625832552 0.008788762728067057 0.010997703832551171
11 88 1.0677380303137511 0 0 0.010026949664637302 0.011303467890780725 0.008735461694996048 0.009463391880781205
12 96 0.9193284579379981 0 0 0.008646524645328836 0.009403911833064198 0.00624132096829529 0.007651724038553993
13 104 0.9267389234647979 0 0 0.007532133838982435 0.009460668949937202 0.006699779133169757 0.007724154525169495
14 112 0.9101832305140525 0 0 0.00727194582194634 0.010370459711278405 0.005820461642409821 0.007979583106599982
15 120 0.9344529738538602 0 0 0.008040378899035588 0.010882507323767597 0.005205004146007635 0.008481065142075543
16 128 0.9018758122007312 0 0 0.007928207674923493 0.010298794923762277 0.004644085579997625 0.0076426383488102925
16 128 0.9018758122007312 0 0 0.007928207674923493 0.010298794923762277 0.004644085579997625 0.0076426383488102925
